guest_id,promotion_id,aov_7d,visits_7d,aov_28d,visits_28d,aov_90d,visits_90d,aov_365d,recency_days,redemption_rate_90d,coupon_depth_90d,daypart_ratio_breakfast,daypart_ratio_lunch,daypart_ratio_dinner,solo_group_ratio,delivery_ratio,touches_72h,touches_email_72h,touches_push_72h,touches_inapp_72h,no_convert_72h,assist_email_72h,assist_push_72h,assist_inapp_72h,assist_web_72h,sku_affinity_topk_stub,new_item_trial_flag,rfm_r,rfm_f,rfm_m,mosaic_segment,holiday_flag,p_treat,p_ctrl,uplift,base_price,allowed_discount_bands,margin_basis_pct,channel_eligibility,promotion_name,product_category,max_discount_pct,margin_floor_pct,expected_ticket,margin_pct,discount_band,discount_cost,cannibalization_penalty,eim_raw,snapshot_id,build_version,model_version,code_commit_sha,score_ts
03bfc8PX,3,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,9.3100004196167,"[10.0, 20.0]",0.259299993515015,Apple Channel,2-for-1,Wrap,0.200000002980232,0,15.9099998474121,0.259299993515015,10,0.931000053882599,0,-1.86952817440033,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,3,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,9.3100004196167,"[10.0, 20.0]",0.259299993515015,Apple Channel,2-for-1,Wrap,0.200000002980232,0,15.9099998474121,0.259299993515015,20,1.8620001077652,0,-2.80052828788757,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,4,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,6.69999980926514,"[10.0, 20.0]",0.554300010204315,Android Channel,Family Meal,Side,0.200000002980232,0,15.9099998474121,0.554300010204315,10,0.669999957084656,0,-2.67627120018005,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,4,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,6.69999980926514,"[10.0, 20.0]",0.554300010204315,Android Channel,Family Meal,Side,0.200000002980232,0,15.9099998474121,0.554300010204315,20,1.33999991416931,0,-3.346271276474,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,5,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,14.5100002288818,"[5.0, 10.0]",0.367799997329712,Android Channel,2-for-1,Wrap,0.100000001490116,0,15.9099998474121,0.367799997329712,5,0.725499987602234,0,-2.05674028396606,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,5,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,14.5100002288818,"[5.0, 10.0]",0.367799997329712,Android Channel,2-for-1,Wrap,0.100000001490116,0,15.9099998474121,0.367799997329712,10,1.45099997520447,0,-2.78224039077759,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,6,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,10.4399995803833,"[20.0, 30.0]",0.532500028610229,Apple Channel,Super Saver,Salad,0.300000011920929,0,15.9099998474121,0.532500028610229,20,2.08799982070923,0,-4.01536655426025,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,6,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,10.4399995803833,"[20.0, 30.0]",0.532500028610229,Apple Channel,Super Saver,Salad,0.300000011920929,0,15.9099998474121,0.532500028610229,30,3.13199996948242,0,-5.05936670303345,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,9,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,8.71000003814697,"[10.0, 20.0]",0.541899979114532,Email Channel,Family Meal,Salad,0.200000002980232,0,15.9099998474121,0.541899979114532,10,0.870999991893768,0,-2.83238983154297,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,9,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,8.71000003814697,"[10.0, 20.0]",0.541899979114532,Email Channel,Family Meal,Salad,0.200000002980232,0,15.9099998474121,0.541899979114532,20,1.74199998378754,0,-3.7033896446228,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,11,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,6.32000017166138,"[15.0, 25.0]",0.411799997091293,Apple Channel,Happy Hour,Dessert,0.25,0,15.9099998474121,0.411799997091293,15,0.948000013828278,0,-2.4384970664978,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,11,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,6.32000017166138,"[15.0, 25.0]",0.411799997091293,Apple Channel,Happy Hour,Dessert,0.25,0,15.9099998474121,0.411799997091293,25,1.58000004291534,0,-3.07049703598022,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
03bfc8PX,15,15.9099998474121,1,15.9099998474121,1,14.2399997711182,2,16.3966655731201,3,0,2.86500000953674,0,0.666665971279144,0.333332985639572,NULL,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,NULL,NULL,0.272503584623337,0.5,-0.227496430277824,8.09000015258789,"[10.0, 20.0]",0.326799988746643,Apple Channel,Family Meal,Side,0.200000002980232,0,15.9099998474121,0.326799988746643,10,0.809000015258789,0,-1.99184226989746,snap_20250905,2025-08-22,v1.0,unknown,2025-09-25T20:03:40.327977+00:00
